jealand,	জ্যালান্ড,	জিল্যান্ড,	
shreechoitonyodeb,	শ্রীচৈতন্যদেব,	শ্রীচৈতন্যদেব,	
dharmantar,	ধর্মন্তর,	ধর্মান্তর,	
neshhanasha,	নেশনস,	নেশনস,	
siddhantei,	সিদ্ধান্তেই,	সিদ্ধান্তেই,	
youth,	ইউথ,	ইয়ুথ,	
futbolarder,	ফুটবলরদের,	ফুটবলারদের,	
sorting,	সর্টিং,	সর্টিং,	
ronangane,	রোনাঙ্গনে,	রণাঙ্গনে,	
sampadan,	সম্পাদন,	সম্পাদন,	
daakticketer,	ডাক্টিকেটের,	ডাকটিকিটের,	
lidars,	লিডার্স,	লিডার্স,	
baasake,	বাসাকে,	বাসাকে,	
akshor,	একশর,	একশোর,	
biplabeer,	বিপ্লবীর,	বিপ্লবীর,	
parqing,	পার্কিং,	পার্কিং,	
dang,	ডাং,	ডং,	
atorkite,	আটররককিট,	অতর্কিতে,	
ragkey,	রাগকে,	রাগকে,	
harysher,	হ্যারিসের,	হ্যারিসের,	
jacqson,	যাকসন,	জ্যাকসন,	
guzon,	গুজন,	গুজব,	
nirvachokder,	নির্বাচকদের,	নির্বাচকদের,	
inziniyarim,	ইনজিনিজারিং,	ইঞ্জিনিয়ারিং,	
elaakatite,	এলাকটিতে,	এলাকাটিকে,	
sachetonbhabe,	সচেতানভাবে,	সচেতনভাবে,	
vittiow,	ভিত্য,	ভিত্তিও,	
zozyota,	যোজ্যতা,	যোজ্যতা,	
thraugh,	থ্রাফ,	থ্রু,	
onnyorup,	অন্যরূপ,	অন্যরূপ,	
moolgoto,	মুলগো,	মূলগত,	
chhatto,	ছট্ব,	ছোট্ট,	
baharampoorer,	বহহরম্পুরের,	বহরমপুরের,	
nadimatrik,	নদীমাত্রিক,	নদীমাতৃক,	
sakara,	সাকার,	সাকার,	
bagach,	বাগাছ,	বটগাছ,	
hozot,	হজত,	হজত,	
silbhi,	সিলভি,	সিলভি,	
natnikey,	নাট্নীকে,	নাতনীকে,	
falashrutite,	ফলাশ্রুতিতে,	ফলশ্রুতিতে,	
grambaaseeder,	গ্রামবাসীদের,	গ্রামবাসীদের,	
byatarii,	ব্যাটারী,	ব্যাটারী,	
potochitro,	পতচিত্র,	পটচিত্র,	
poschimae,	পশ্চিমা,	পশ্চিমে,	
sanaktakaraner,	সনাক্তকরণের,	সনাক্তকরণের,	
chetonagoto,	চেতনগত,	চেতনাগত,	
sqirt,	স্কীর্ট,	স্কার্ট,	
lyandeeng,	ল্যান্ডিং,	ল্যান্ডিং,	
atitkaale,	অতীতকালে,	অতীতকালে,	
dooburira,	দুবুরিরা,	ডুবুরিরা,	
qoda,	কোড,	কোডা,	
uposhthitir,	উপস্থিতির,	উপস্থিতির,	
karu,	কারু,	কারো,	
emerjency,	এমের্জেন্সি,	এমার্জেন্সি,	
mosjidtikey,	মসিদদিতকে,	মসজিদটিকে,	
tulechen,	তুলেছেন,	তুলেছেন,	
seguloi,	সেগুলোই,	সেগুলোই,	
rajashri,	রাজারী,	রাজশ্রী,	
probeshan,	প্রবেশন,	প্রবেশন,	
durger,	দুর্গের,	দুর্গের,	
gaj,	গাজ,	গেজ,	
rajatwa,	রাজত্ব,	রাজত্ব,	
skarta,	স্কার্তা,	স্কার্ট,	
durgotshob,	দুর্গতস্ব,	দুর্গোৎসব,	
doltagi,	দলটাগি,	দলত্যাগী,	
dharabahikeo,	ধারাবাহিকে,	ধারাবাহিকেও,	
desiseyer,	ডেশিসের,	ডিজিজের,	
depp,	ডেপ,	ডেপ,	
pirujali,	পিরুজালী,	পিরুজালী,	
hoomasa,	হোমাস,	হোমস,	
deul,	ডিউল,	দেউল,	
associetes,	অ্যাসোসিসেট,	এসোসিয়েটস,	
schalarship,	স্কলারশিপ,	স্কলারশিপ,	
saarbhaarer,	সারভারের,	সার্ভারের,	
phirth,	ফীর্থ,	ফার্থ,	
chhootee,	ছুটি,	ছুটি,	
shatan,	শতন,	শয়তান,	
avatar,	অভাতার,	অবতার,	
grambashio,	গ্রামবাশিও,	গ্রামবাসীও,	
awatar,	আওতার,	অবতার,	
lyande,	ল্যান্ডে,	ল্যান্ডে,	
qindama,	কিন্ডম,	কিংডম,	
swarther,	স্বার্থের,	স্বার্থের,	
ostad,	অস্তাদ,	ওস্তাদ,	
torkarir,	তরকারির,	তরকারীর,	
dozo,	দজ,	ডোজো,	
afzol,	আফজল,	আফজল,	
tistaar,	টিস্টার,	তিস্তার,	
muhurtati,	মুহূর্ততি,	মুহুর্তটি,	
metroopoolitan,	মেট্রোপোলিটান,	মেট্রোপলিটন,	
caaling,	কালিং,	কুলিং,	
prodip,	প্রদীপ,	প্রদীপ,	
nothibhooktir,	নথিভুক্তির,	নথিভুক্তির,	
seekkhakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
monjhostho,	মন্যস্থ,	মঞ্চস্থ,	
hizriite,	হিজরীতে,	হিজরীতে,	
rinattok,	ঋণাত্মক,	ঋনাত্মক,	
yukeliptas,	ইউকেলপিলেট্স,	ইউক্যালিপ্টাস,	
ewil,	এভিল,	ইভিল,	
shattoki,	সাত্যকী,	সাত্যকি,	
gonohotyakey,	গণহাত্যকে,	গণহত্যাকে,	
pathachari,	পাঠারি,	পথচারী,	
pratijogira,	প্রতিযোগীযার,	প্রতিযোগীরা,	
jyotsna,	জ্যোতসান,	জ্যোৎস্না,	
prakalpotike,	প্রকালপপিকে,	প্রকল্পটিকে,	
bhramaner,	ভ্রামণের,	ভ্রমণের,	
jothartho,	যথার্থ,	যথার্থ,	
janake,	জনকে,	জানাতে,	
platoo,	প্লাটো,	প্লেটো,	
monzhostho,	মন্যস্থ,	মঞ্চস্থ,	
kriseenta,	ক্রিসেন্ট,	ক্রিসেন্ট,	
veenis,	ভেনিস,	ভেনিস,	
juboksaho,	যুবক্ষহ,	যুবকসহ,	
panchashjan,	পঞ্চাশজন,	পঞ্চাশজন,	
bhenus,	ভেনাস,	ভেনাস,	
dakhbaar,	দেখবার,	দেখবার,	
steeit,	স্টীট,	স্টেইট,	
upobaser,	উপবাসের,	উপবাসের,	
jatotaa,	যতটা,	যতোটা,	
muktoome,	মুক্তমে,	মাকতুম,	
akreetokarjo,	আকৃতরাক্র,	অকৃতকার্য,	
teestar,	টেস্টার,	তিস্তার,	
bastuvad,	বস্তুবাদ,	বস্তুবাদ,	
shilver,	সিলভার,	সিলভার,	
heights,	হাইটস,	হাইটস,	
cholocchitroke,	চলচিত্রকে,	চলচ্চিত্রকে,	
koreemke,	করিমকে,	করিমকে,	
tintike,	তিনটিকে,	তিনটিকে,	
saajanor,	সাজানোর,	সাজানোর,	
rutina,	রুটিন,	রুটিন,	
antorvuktimulak,	অন্তর্ভূক্তিকালক,	অন্তর্ভুক্তিমূলক,	
pacbbar,	পাঁববার,	পাঁচবার,	
gorib,	গরিব,	গরিব,	
steen,	স্টেন,	স্টেন,	
selim,	সেলিম,	সেলিম,	
aagom,	আগম,	আগম,	
rahi,	রহি,	রাহি,	
durgotsabe,	দুর্গতসবে,	দুর্গোৎসবে,	
jatinke,	জাতিনকে,	যতীনকে,	
sikkhakram,	শিক্ষাক্রম,	শিক্ষাক্রম,	
mekong,	মেকোং,	মেকং,	
bonobhumi,	বনভূমি,	বনভূমি,	
jesthotar,	জেষ্ঠ্যতার,	জ্যেষ্ঠতার,	
dakshinangsho,	দক্ষিণাংশ,	দক্ষিণাংশ,	
laaishheshh,	লাইসেস,	লাইসেন্স,	
timothy,	টিমোথি,	টিমোথি,	
toruner,	তরুণের,	তরুণের,	
koieri,	কইয়ারি,	কোয়েরি,	
laaisens,	লাইনেস্স,	লাইসেন্স,	
dajhya,	দাঝযয,	দাহ্য,	
nilkamol,	নীলকমল,	নীলকমল,	
kul,	কুল,	কুল,	
uipoka,	উইপককা,	উইপোকা,	
choudhureeo,	চৌধুরিও,	চৌধুরীও,	
debdebyr,	দেবদিবীর,	দেবদেবীর,	
lyandim,	ল্যান্ডিং,	ল্যান্ডিং,	
mahasova,	মহাসভা,	মহাসভা,	
hattey,	হাতে,	হাঁটতে,	
saphalyar,	সাফল্যার,	সাফল্যের,	
pillai,	পিলাই,	পিল্লাই,	
bopoon,	বপুন,	বপন,	
booth,	বুঠ,	বুথ,	
delivar,	দেলিভার,	ডেলিভার,	
bhardwaj,	ভার্দ্যযাজ,	ভরদ্বাজ,	
poscater,	পশ্কাতের,	পশ্চাতের,	
spostotoi,	স্পষ্টত্তই,	স্পষ্টতই,	
taurist,	টারিস্ট,	টুরিস্ট,	
ghoshito,	ঘষিত,	ঘোষিত,	
sabrakamer,	সব্রকমের,	সবরকমের,	
rajoshri,	রাজসরি,	রাজশ্রী,	
daada,	ডাদ,	দাদা,	
shuperheiro,	সুপারহির,	সুপারহিরো,	
padarthabidder,	পদার্থবিদ্দের,	পদার্থবিদদের,	
grambasio,	গ্রামবাসিও,	গ্রামবাসীও,	
granther,	গ্রন্থের,	গ্রন্থের,	
nirbahi,	নির্বাহী,	নির্বাহি,	
muchi,	মুচি,	মুচি,	
thailandsaho,	থাইলান্সসহ,	থাইল্যান্ডসহ,	
metropoliton,	মেট্রোপোলিশন,	মেট্রোপলিটন,	
abosore,	অবসরে,	অবসরে,	
ponjeekaar,	পংজিকার,	পঞ্জিকার,	
chondrimaa,	চন্দ্রীমা,	চন্দ্রিমা,	
gonesh,	গনেস,	গণেশ,	
sqarta,	স্কার্টা,	স্কার্ট,	
evereste,	ইভেরেস্ট,	এভারেস্টে,	
bikretaara,	বিক্রেতারা,	বিক্রেতারা,	
patthon,	পাঠন,	পঠন,	
capshule,	কাপসুলে,	ক্যাপসুল,	
daackticketer,	ডাক্টিকেটের,	ডাকটিকিটের,	
karadonder,	কারাদণ্ডের,	কারাদণ্ডের,	
par,	পার,	পাব,	
shooter,	শুটের,	শ্যুটার,	
sharifpur,	শরিপুর,	শরিফপুর,	
mathieu,	মাথিও,	ম্যাথিউ,	
sooya,	সোয়া,	সোয়া,	
gujob,	গুজব,	গুজব,	
gostii,	গোস্টি,	গোষ্ঠীই,	
nesnosh,	নেশনোস,	নেশনস,	
noubihar,	নৌবহহর,	নৌবিহার,	
ekbakye,	একবককে,	একবাক্যে,	
bhogiroth,	ভোগীরথ,	ভগীরথ,	
alpa,	আল্প,	অল্প,	
beeswasi,	বিশ্বাসী,	বিশ্বাসী,	
hud,	হাদ,	হুড,	
ishan,	ইসান,	ঈশান,	
prastutkarok,	প্রস্তুতকারক,	প্রস্তুতকারক,	
harrisoner,	হ্যারিসনের,	হ্যারিসনের,	
shahoshikatar,	সহসিকতার,	সাহসিকতার,	
shaajaanor,	সাজানোর,	সাজানোর,	
mandope,	মন্ডপে,	মন্ডপে,	
hijri,	হিজরি,	হিজরী,	
mojuter,	মজুতের,	মজুতের,	
laisensa,	লাইসেন্স,	লাইসেন্স,	
fokser,	ফক্সের,	ফক্সের,	
utsahe,	উত্সাহে,	উৎসাহে,	
rubidiyaam,	রিবিডিয়াম,	রুবিডিয়াম,	
neptuner,	নেপটুনের,	নেপচুনের,	
iunita,	ইউনিট,	ইউনিট,	
harza,	হার্জ,	হার্জ,	
haitasha,	হাইতস,	হাইটস,	
harano,	হারানো,	হারান,	
nilphamarir,	নিলফামারীর,	নীলফামারীর,	
granthotike,	গ্রন্থটিকে,	গ্রন্থটিকে,	
baarnis,	বার্নিস,	বার্নিশ,	
soundarjya,	সৌন্দর্যে,	সৌর্ন্দয্য,	
sansthaner,	সংস্থানের,	সংস্থানের,	
horidware,	হরিদবারে,	হরিদ্বারে,	
turky,	টার্কি,	তুর্কি,	
hariner,	হরিনের,	হরিণের,	
metropalitana,	মেট্রোপোলিটান,	মেট্রোপলিটন,	
adbhansed,	অদভানশেদ,	অ্যাডভান্সড,	
ronangone,	রোনাঙ্গনে,	রণাঙ্গনে,	
venom,	ভেনম,	ভেনম,	
ganohatyake,	গণহাত্যকে,	গণহত্যাকে,	
mane,	মান,	মানে,	
sqora,	স্কোর,	স্কোর,	
aansarir,	আনসারির,	আনসারীর,	
vabatarini,	ভবাতরিণি,	ভবতারিণী,	
holding,	হোলিং,	হোল্ডিং,	
adhunikkale,	আধুনিককালে,	আধুনিককালে,	
russad,	রুশাদ,	রুশদ,	
mukhya,	মূখ্য,	মুখ্য,	
vogni,	ভগ্নী,	ভগ্নী,	
gunjey,	গুঁজে,	গুঁজে,	
